"min_date","max_date","sum_total","sum_VimL","sum_Objective-C","sum_Java","sum_JavaScript","sum_C","sum_Pascal","sum_C#","sum_CSS","sum_Python","sum_PHP","sum_OCaml","sum_R","sum_Ruby","sum_Go","sum_Scala","sum_C++","sum_Elixir","sum_Shell","sum_Puppet","sum_Haskell","sum_Clojure","sum_Perl","sum_CoffeeScript","sum_Matlab","sum_Apex","sum_D","sum_XSLT","sum_Groovy","sum_Kotlin","sum_Julia","sum_Dart","sum_TeX","sum_Arduino","sum_Swift","sum_Emacs Lisp","sum_VHDL","sum_TypeScript","sum_Rust","sum_nesC","sum_Erlang","sum_Processing","sum_Haxe","sum_Lua","sum_PowerShell","sum_Racket","sum_Common Lisp","sum_Dylan","sum_ASP","sum_IDL","sum_Verilog","sum_FORTRAN","sum_AutoIt","sum_Perl6","sum_VCL","sum_DM","sum_Assembly","sum_Cuda","sum_LiveScript","sum_F#","sum_Logos","sum_Max","sum_SQL","sum_Scheme","sum_Objective-J","sum_ActionScript","sum_Game Maker Language","sum_XQuery","sum_Stata","sum_M","sum_Agda","sum_Eiffel","sum_Nimrod","sum_BlitzBasic","sum_Visual Basic","sum_Objective-C++","sum_Xtend","sum_Tcl","sum_XML","sum_Mathematica","sum_Nemerle","sum_OpenEdge ABL","sum_Elm","sum_Augeas","sum_Smalltalk","sum_Standard ML","sum_Vala","sum_Coq","sum_SuperCollider","sum_DOT","sum_AppleScript","sum_xBase","sum_Fantom","sum_Gnuplot","sum_Red","sum_HaXe","sum_Bluespec","sum_Mercury","sum_SAS","sum_Ceylon","sum_Slash","sum_XC","sum_ColdFusion","sum_Prolog","sum_NetLogo","sum_Rebol","sum_AutoHotkey","sum_AspectJ","sum_Forth","sum_MoonScript","sum_Arc","sum_Oxygene","sum_Propeller Spin","sum_Lasso","sum_ABAP","sum_Pure Data","sum_Ada","sum_Awk","sum_Zephir","sum_Inform 7","sum_PAWN","sum_Frege","sum_Gosu","sum_SystemVerilog","sum_Alloy","sum_Parrot","sum_ATS","sum_GAP","sum_Squirrel","sum_Delphi","sum_UnrealScript","sum_Pan","sum_J","sum_Factor","sum_GAMS","sum_Idris","sum_PureScript","sum_Brightscript","sum_SourcePawn","sum_Crystal","sum_Ragel in Ruby Host","sum_KRL","sum_ANTLR","sum_COBOL","sum_Scilab","sum_Glyph","sum_Pike","sum_Component Pascal","sum_ooc","sum_REALbasic","sum_Clean","sum_Io","sum_wisp","sum_Logtalk","sum_eC","sum_Bro","sum_FLUX","sum_Nu","sum_Volt","sum_RobotFramework","sum_Ecl","sum_Monkey","sum_Boo","sum_Cirru","sum_CLIPS","sum_DCPU-16 ASM","sum_Dogescript","sum_E","sum_Fancy","sum_Grammatical Framework","sum_Harbour","sum_Hy","sum_Ioke","sum_JSONiq","sum_Omgrofl","sum_Opa","sum_PogoScript","sum_Rouge","sum_Self","sum_Shen","sum_Turing","sum_TXL","sum_XProc","sum_Mirah","sum_Ox","sum_Moocode","sum_Nix","sum_Isabelle","sum_Xojo","sum_BlitzMax","sum_Grace","sum_Nit","sum_null","sum_Zimpl"
"2014-06-29T00:00:00.000Z","2014-06-29T23:00:00.000Z",286348,1925,5486,26587,45329,14133,85,6578,18250,32116,18349,146,945,16803,4084,2170,13508,230,6585,354,1394,991,1732,2131,323,74,326,188,639,5,305,287,1338,254,899,914,44,726,1057,43,437,131,195,1760,112,91,102,6,103,79,55,101,12,11,3,306,184,28,200,201,34,25,48,119,48,333,83,23,4,6,19,10,7,26,167,97,12,36,5,5,0,42,9,0,57,24,76,24,41,7,22,16,0,5,2,2,3,25,2,15,7,2,78,19,4,0,34,1,4,7,0,0,9,0,1,17,5,6,0,8,3,7,22,0,2,5,0,4,0,4,16,0,2,6,0,3,36,19,15,8,0,0,1,36,18,2,2,16,9,0,0,18,14,1,0,0,1,0,0,0,0,7,1,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"2014-06-28T00:00:00.000Z","2014-06-28T23:00:00.000Z",218519,1546,3838,21838,37246,11686,113,5299,15105,18672,14489,137,631,14241,2770,1732,10878,203,5512,366,1080,866,1451,1531,203,50,284,169,535,10,692,229,1015,274,783,779,27,595,1010,52,272,83,151,1363,148,49,76,2,51,66,47,101,30,12,0,366,113,28,168,177,42,88,60,129,90,180,59,18,3,11,9,1,47,47,191,44,12,37,2,0,5,68,5,0,111,34,66,32,14,38,18,5,0,10,1,2,0,4,1,55,3,4,21,9,3,0,36,0,0,1,2,1,6,0,0,2,9,19,0,2,11,0,7,7,1,6,7,19,3,2,5,2,3,8,0,0,5,9,27,41,2,2,0,27,0,0,4,3,13,6,0,8,0,1,0,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"2014-06-27T00:00:00.000Z","2014-06-27T23:00:00.000Z",340366,2261,6461,32917,62602,15123,156,7489,20720,30882,22897,258,1569,24916,4464,2822,15160,172,7995,688,1436,866,2328,2631,510,51,322,271,1037,38,403,302,1307,297,867,1122,34,869,1065,107,554,166,144,1516,267,78,132,8,160,71,45,211,13,6,6,218,166,73,270,190,30,76,117,158,58,271,32,39,13,19,19,21,64,54,226,81,18,49,10,0,13,53,24,0,67,35,54,20,15,7,28,72,3,25,14,2,7,8,28,28,4,5,117,12,10,12,72,6,1,1,7,0,22,3,0,54,8,26,1,0,9,1,68,8,0,1,1,5,7,3,7,27,1,2,2,9,9,12,26,19,4,6,0,18,2,1,5,0,10,10,0,8,0,0,0,0,1,1,0,7,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0
"2014-06-26T00:00:00.000Z","2014-06-26T23:00:00.000Z",386120,2332,7212,38368,73104,18271,214,9070,23917,35450,28646,460,2050,28642,5521,3459,18133,195,9322,907,1413,953,2892,2893,688,96,237,489,1032,39,384,384,1714,289,1103,1168,126,1059,1234,71,820,112,264,1619,287,73,121,33,241,117,50,242,7,12,7,341,145,58,226,245,34,101,146,181,92,324,74,26,16,32,17,62,63,54,207,103,33,79,14,2,35,79,23,11,154,31,65,23,34,15,30,41,3,32,11,6,2,14,35,18,2,5,94,15,10,16,82,3,2,4,8,2,17,6,0,14,10,9,0,0,12,1,67,6,2,3,0,8,9,3,9,39,1,2,2,6,17,17,73,0,0,14,2,15,7,5,5,6,6,8,0,34,0,4,0,0,1,1,1,0,3,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"2014-06-25T00:00:00.000Z","2014-06-25T23:00:00.000Z",399386,2132,7482,40073,72598,18149,172,9256,25613,36106,28703,385,1852,32506,6596,3669,19367,206,9135,989,1397,1053,2597,2873,684,118,235,388,964,37,346,381,1655,317,1196,1043,48,994,1551,111,844,123,258,1818,262,79,174,12,216,134,67,296,10,3,2,371,274,95,212,261,41,129,180,229,53,489,33,28,5,62,36,105,74,57,261,104,24,55,10,3,25,63,16,1,95,46,166,21,13,35,32,73,19,52,18,9,10,25,19,4,8,1,106,18,14,0,75,4,6,15,8,0,22,4,0,9,13,7,0,16,3,1,37,0,1,0,0,7,9,1,9,24,2,1,0,14,25,9,25,17,0,45,2,12,4,1,5,3,2,17,0,5,0,1,1,0,1,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2014-06-24T00:00:00.000Z","2014-06-24T23:00:00.000Z",401189,2207,8141,40206,74690,18212,188,9710,27417,35722,27246,345,1760,28919,5431,3654,18643,147,9902,1100,1375,1007,2667,3438,742,99,161,472,1064,40,619,338,1531,282,1081,1136,45,896,1543,116,770,128,221,1488,240,179,147,25,228,142,67,320,42,12,6,376,191,73,90,311,41,80,146,241,88,513,34,33,7,17,30,94,36,28,217,108,24,94,10,2,32,86,33,12,119,36,82,18,18,12,93,62,0,60,9,9,10,15,20,18,11,23,109,19,4,2,45,3,6,3,3,0,31,2,0,12,15,8,0,8,3,4,40,1,0,0,3,11,30,3,8,11,1,9,0,3,12,13,115,5,0,15,4,27,7,3,3,0,0,1,0,16,0,1,0,0,5,0,0,1,0,0,2,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
"2014-06-23T00:00:00.000Z","2014-06-23T23:00:00.000Z",389301,2321,8236,39032,73865,17026,170,9013,25261,34482,26833,305,2124,28220,4958,3379,19542,223,9181,919,1586,1068,2485,3316,691,49,257,597,1021,34,631,372,1795,306,1068,934,65,960,1110,102,929,173,306,1503,277,113,184,11,129,226,67,274,13,0,2,451,225,452,66,312,32,93,207,236,89,471,38,23,53,26,25,63,16,68,304,115,13,73,34,15,46,78,20,5,66,40,72,22,7,13,49,44,2,30,14,8,18,14,11,16,15,3,76,22,21,4,82,3,5,0,6,0,40,1,0,10,29,21,0,0,1,4,24,5,1,0,9,12,3,0,7,40,1,14,0,4,21,5,41,1,0,0,3,4,0,0,3,3,0,3,1,13,0,1,2,0,3,0,0,0,0,6,0,19,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0
"2014-06-22T00:00:00.000Z","2014-06-22T23:00:00.000Z",276509,1784,5607,27017,45775,12509,137,6867,18399,21591,17698,164,8493,16281,3450,1816,13025,196,6947,373,1290,835,1623,2135,388,14,290,224,680,14,551,245,1127,232,1067,764,49,926,842,39,432,115,148,1423,290,128,147,19,139,53,41,130,10,8,0,419,256,46,44,180,50,27,82,154,65,295,65,21,14,6,37,23,34,39,200,84,15,52,26,15,4,33,15,12,29,50,80,19,33,1,51,8,0,37,5,2,0,5,5,12,13,7,64,19,13,0,61,1,2,3,4,0,3,4,0,3,20,8,0,10,5,7,6,2,3,0,4,13,18,3,5,0,3,8,0,3,30,16,13,0,0,0,2,27,1,1,2,0,1,1,0,10,0,2,1,0,4,1,0,0,1,0,0,0,0,1,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"2014-06-21T00:00:00.000Z","2014-06-21T23:00:00.000Z",233385,1519,4466,21859,39565,10998,104,5640,16386,18873,13895,149,4838,14953,2618,1946,11313,125,5910,251,1129,682,1413,1703,302,5,185,148,533,12,548,179,936,242,863,700,24,877,688,19,326,96,191,1396,145,115,94,11,96,51,29,122,7,7,12,423,182,43,27,126,36,15,82,131,94,232,69,10,9,4,19,13,31,43,152,35,7,86,35,12,1,30,23,0,94,10,68,20,11,19,60,5,0,25,2,2,0,11,0,9,5,8,106,12,1,1,39,8,0,3,2,0,1,7,0,10,9,18,0,30,12,6,24,4,2,0,3,13,7,2,15,0,0,5,0,2,14,17,30,17,8,22,0,44,4,0,4,0,1,6,0,3,0,1,14,5,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-06-20T00:00:00.000Z","2014-06-20T23:00:00.000Z",329314,1988,6125,32039,60299,13749,138,7191,21667,31690,22553,477,4021,23699,4018,2555,15976,249,8068,703,1646,828,2236,2457,844,74,237,311,875,24,700,255,1451,206,981,735,69,826,918,100,706,113,200,1338,193,101,164,5,134,128,71,223,34,20,2,347,223,67,47,168,67,26,195,158,69,306,32,40,11,16,22,81,28,57,278,72,18,74,33,12,17,45,9,4,83,33,35,39,9,11,42,24,0,46,6,4,14,20,51,30,5,7,112,12,6,3,54,3,1,1,5,0,54,21,0,7,7,26,0,5,2,3,11,0,0,1,5,14,7,0,13,2,0,5,0,6,11,7,18,2,11,53,7,16,3,2,3,3,0,3,0,9,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2014-06-19T00:00:00.000Z","2014-06-19T23:00:00.000Z",379168,2186,7670,38065,69666,15598,174,8402,27087,34284,25256,485,3928,27749,5204,3226,17611,231,9078,796,1546,1048,2645,3193,926,101,264,358,1004,25,808,261,1765,322,1049,894,64,883,1112,98,760,122,188,1330,300,123,176,26,208,109,63,261,58,12,0,355,176,65,36,224,81,15,222,215,77,372,49,38,33,17,36,108,7,34,238,72,9,87,11,24,26,40,46,11,98,77,79,50,29,26,51,2,2,38,7,2,11,14,47,16,11,7,128,12,0,1,33,7,1,4,4,0,35,5,0,23,11,3,0,32,2,0,33,4,0,3,22,6,18,2,14,31,2,13,0,6,20,21,28,10,6,6,0,9,1,0,1,4,0,4,0,1,1,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,10,3,0,0,0,0,0,0,0,0,0,0
"2014-06-18T00:00:00.000Z","2014-06-18T23:00:00.000Z",395205,2215,7543,40646,72315,15561,169,9434,24601,36127,26792,509,3163,31646,4760,3039,18708,350,9464,845,1951,1010,2683,3095,950,60,262,488,1053,19,805,343,1881,332,1199,938,50,1261,1144,235,855,210,226,1856,309,130,187,7,160,86,64,399,28,7,1,328,204,79,54,327,87,28,227,250,90,439,54,24,30,37,23,110,28,55,229,109,17,85,36,3,39,52,24,9,53,48,81,61,14,26,48,58,7,14,8,7,8,27,74,12,18,1,116,24,2,7,65,7,4,12,2,1,11,7,1,11,10,8,1,3,2,2,36,5,2,5,13,16,7,5,8,3,2,19,2,13,9,15,5,19,4,16,8,10,1,1,9,9,0,5,14,19,1,8,1,1,4,2,1,2,1,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2014-06-17T00:00:00.000Z","2014-06-17T23:00:00.000Z",397743,2208,8248,41283,73928,15892,173,10887,24624,35164,28230,422,3133,28851,5143,2901,18732,187,9508,843,1515,1204,2509,3228,1078,102,289,459,988,22,690,347,2152,321,1192,1196,51,1103,1220,126,964,210,252,1391,340,91,282,32,169,80,48,296,23,28,2,428,192,87,31,372,102,35,194,224,55,490,65,45,20,34,20,114,40,48,294,88,68,101,42,0,19,56,18,11,105,80,93,51,12,11,41,11,8,22,19,9,14,38,213,10,9,13,178,10,0,11,49,19,3,18,6,1,9,2,3,10,45,8,0,20,10,0,29,10,0,6,4,14,3,2,31,23,0,34,0,11,23,14,18,6,5,6,13,11,1,2,5,2,0,2,0,4,3,6,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-06-16T00:00:00.000Z","2014-06-16T23:00:00.000Z",396236,2164,7721,52462,71699,15132,161,9334,23123,34712,27964,498,2791,27164,4916,3227,18402,265,8792,866,1498,1077,2644,3717,929,69,354,571,924,30,695,295,2049,238,1283,1160,79,928,1104,142,722,294,240,1556,359,107,293,10,156,79,63,220,30,42,11,346,212,61,66,257,37,47,223,163,72,447,71,19,45,34,46,179,26,55,239,91,32,170,41,18,43,38,23,3,56,56,156,61,14,16,62,25,5,33,8,4,8,11,32,28,8,12,83,27,13,12,61,3,1,4,0,0,13,1,0,14,28,5,1,11,2,3,24,12,3,11,6,5,16,2,8,2,1,22,4,3,5,11,12,10,1,1,2,1,1,2,1,2,1,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-06-15T23:00:00.000Z","2014-06-15T23:00:00.000Z",13823,80,316,1637,2514,620,5,305,779,1067,1198,8,71,985,144,171,681,3,314,14,48,40,121,80,30,0,11,6,33,2,3,6,65,13,68,66,2,78,54,0,37,2,7,23,15,0,5,1,14,1,4,3,2,2,0,16,13,3,5,3,4,0,10,4,3,15,3,0,1,1,6,4,0,4,6,1,0,4,0,0,0,0,0,0,2,0,4,1,0,0,1,2,0,0,3,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
