repository_language,type,active_repos_by_url,events,year,quarter
Pure Data,IssuesEvent,7,25,2014,3
Racket,CreateEvent,7,7,2014,3
ATS,WatchEvent,26,38,2014,3
Arduino,CreateEvent,26,26,2014,3
Puppet,CreateEvent,3,3,2014,3
Mathematica,CreateEvent,2,2,2014,3
Frege,IssuesEvent,3,11,2014,3
Forth,ForkEvent,2,2,2014,3
Shen,WatchEvent,2,5,2014,3
Dylan,ForkEvent,5,6,2014,3
Fantom,IssuesEvent,1,4,2014,3
Cirru,WatchEvent,4,10,2014,3
FLUX,WatchEvent,21,30,2014,3
AspectJ,ForkEvent,6,9,2014,3
Alloy,IssuesEvent,1,3,2014,3
SuperCollider,ForkEvent,26,32,2014,3
Haskell,CreateEvent,12,12,2014,3
Zephir,WatchEvent,17,29,2014,3
Assembly,CreateEvent,1,1,2014,3
UnrealScript,ForkEvent,6,7,2014,3
Groovy,CreateEvent,9,9,2014,3
Logtalk,ForkEvent,1,2,2014,3
Gnuplot,WatchEvent,13,32,2014,3
Forth,WatchEvent,5,6,2014,3
Glyph,WatchEvent,3,5,2014,3
BlitzMax,ForkEvent,10,15,2014,3
AspectJ,WatchEvent,3,4,2014,3
Self,PushEvent,4,11,2014,3
Erlang,CreateEvent,1,1,2014,3
J,ForkEvent,4,4,2014,3
Mirah,IssuesEvent,2,11,2014,3
Bro,IssuesEvent,1,1,2014,3
RobotFramework,ForkEvent,13,14,2014,3
Inform 7,WatchEvent,27,39,2014,3
Zephir,IssuesEvent,3,3,2014,3
Shen,PushEvent,3,5,2014,3
Ragel in Ruby Host,WatchEvent,3,10,2014,3
Hy,ForkEvent,4,4,2014,3
Pascal,CreateEvent,1,1,2014,3
OpenSCAD,IssuesEvent,4,9,2014,3
IGOR Pro,PushEvent,3,24,2014,3
Dylan,WatchEvent,10,22,2014,3
PowerShell,CreateEvent,5,5,2014,3
XC,IssuesEvent,3,3,2014,3
XProc,ForkEvent,3,5,2014,3
UnrealScript,IssuesEvent,1,3,2014,3
Arc,ForkEvent,7,13,2014,3
Parrot,WatchEvent,8,11,2014,3
SAS,WatchEvent,21,33,2014,3
CLIPS,ForkEvent,23,23,2014,3
ABAP,IssuesEvent,1,3,2014,3
DOT,IssuesEvent,6,20,2014,3
Harbour,PushEvent,3,28,2014,3
LSL,IssuesEvent,1,8,2014,3
COBOL,IssuesEvent,2,2,2014,3
Isabelle,IssuesEvent,1,1,2014,3
Dart,CreateEvent,8,8,2014,3
BlitzMax,IssuesEvent,3,16,2014,3
REALbasic,ForkEvent,6,11,2014,3
BlitzBasic,CreateEvent,1,1,2014,3
LabVIEW,ForkEvent,15,17,2014,3
LookML,ForkEvent,2,2,2014,3
LookML,WatchEvent,2,2,2014,3
Dylan,IssuesEvent,2,4,2014,3
Volt,ForkEvent,8,11,2014,3
SuperCollider,IssuesEvent,4,12,2014,3
AutoHotkey,CreateEvent,9,9,2014,3
Ecl,ForkEvent,3,4,2014,3
GAMS,ForkEvent,11,11,2014,3
GAMS,WatchEvent,11,14,2014,3
Boo,IssuesEvent,1,7,2014,3
Opa,PushEvent,3,8,2014,3
Go,CreateEvent,18,19,2014,3
EmberScript,PushEvent,4,14,2014,3
Gnuplot,ForkEvent,9,18,2014,3
OpenSCAD,ForkEvent,12,15,2014,3
F#,CreateEvent,1,1,2014,3
Visual Basic,CreateEvent,3,3,2014,3
Logtalk,WatchEvent,1,1,2014,3
Logos,CreateEvent,3,3,2014,3
Factor,ForkEvent,3,4,2014,3
Pike,ForkEvent,1,1,2014,3
Component Pascal,WatchEvent,14,21,2014,3
Scheme,CreateEvent,4,4,2014,3
Self,ForkEvent,3,6,2014,3
Elixir,CreateEvent,5,5,2014,3
Alloy,ForkEvent,26,27,2014,3
Opa,ForkEvent,2,2,2014,3
Fantom,ForkEvent,2,3,2014,3
Fantom,WatchEvent,2,2,2014,3
ANTLR,IssuesEvent,4,11,2014,3
Xojo,ForkEvent,17,19,2014,3
Cycript,PushEvent,1,5,2014,3
CLIPS,WatchEvent,22,23,2014,3
Ecl,WatchEvent,1,1,2014,3
SourcePawn,CreateEvent,3,3,2014,3
Self,IssuesEvent,1,1,2014,3
Bluespec,ForkEvent,16,20,2014,3
FORTRAN,CreateEvent,4,4,2014,3
Harbour,ForkEvent,3,3,2014,3
Harbour,WatchEvent,3,3,2014,3
Fancy,PushEvent,1,2,2014,3
Zephir,ForkEvent,13,17,2014,3
Ox,IssuesEvent,1,5,2014,3
E,WatchEvent,1,1,2014,3
Opa,WatchEvent,4,6,2014,3
Haxe,CreateEvent,1,1,2014,3
Forth,IssuesEvent,1,2,2014,3
Zimpl,WatchEvent,2,2,2014,3
Zimpl,ForkEvent,1,1,2014,3
Zimpl,PushEvent,2,5,2014,3
ATS,ForkEvent,10,16,2014,3
Logtalk,IssuesEvent,1,5,2014,3
Mirah,ForkEvent,3,7,2014,3
Alloy,WatchEvent,24,26,2014,3
XSLT,CreateEvent,2,2,2014,3
PogoScript,WatchEvent,3,3,2014,3
Grammatical Framework,ForkEvent,7,10,2014,3
Monkey,IssuesEvent,1,1,2014,3
NetLogo,ForkEvent,14,14,2014,3
PigLatin,CreateEvent,1,1,2014,3
KRL,WatchEvent,1,3,2014,3
JSONiq,WatchEvent,7,11,2014,3
PogoScript,ForkEvent,2,2,2014,3
SystemVerilog,IssuesEvent,4,4,2014,3
Bro,CreateEvent,1,1,2014,3
xBase,WatchEvent,6,6,2014,3
Nit,ForkEvent,2,2,2014,3
LSL,WatchEvent,2,2,2014,3
Ox,ForkEvent,1,1,2014,3
Dogescript,WatchEvent,2,2,2014,3
RobotFramework,IssuesEvent,2,2,2014,3
J,IssuesEvent,1,1,2014,3
Chapel,WatchEvent,1,1,2014,3
ColdFusion,CreateEvent,2,2,2014,3
M,CreateEvent,1,1,2014,3
Clean,ForkEvent,1,1,2014,3
eC,WatchEvent,3,4,2014,3
eC,ForkEvent,1,2,2014,3
KRL,ForkEvent,1,1,2014,3
Glyph,ForkEvent,3,4,2014,3
Grammatical Framework,IssuesEvent,1,2,2014,3
Tcl,CreateEvent,22,22,2014,3
Julia,CreateEvent,1,1,2014,3
Component Pascal,ForkEvent,15,15,2014,3
E,PushEvent,1,2,2014,3
GAMS,IssuesEvent,1,1,2014,3
JSONiq,ForkEvent,7,7,2014,3
UnrealScript,WatchEvent,3,3,2014,3
PigLatin,WatchEvent,5,5,2014,3
PigLatin,ForkEvent,1,1,2014,3
Rouge,WatchEvent,1,1,2014,3
Arc,IssuesEvent,1,1,2014,3
OpenSCAD,CreateEvent,1,1,2014,3
D,CreateEvent,1,1,2014,3
PogoScript,IssuesEvent,1,1,2014,3
ASP,CreateEvent,1,1,2014,3
wisp,ForkEvent,1,1,2014,3
AppleScript,CreateEvent,1,1,2014,3
eC,IssuesEvent,1,9,2014,3
Cirru,ForkEvent,2,2,2014,3
Shen,ForkEvent,1,1,2014,3
Moocode,ForkEvent,1,1,2014,3
Moocode,WatchEvent,1,1,2014,3
